model,run,cv,MAE_mean,RMSE_mean,R2_mean,MAE_std,RMSE_std,R2_std,MAE_raw_mean,RMSE_raw_mean,R2_raw_mean,MAE_raw_std,RMSE_raw_std,R2_raw_std
NNR,cv,10,1.6972674936458467,3.2352559673790173,-0.029162115399947286,0.1525697878232382,1.9074632755004117,1.5490266024504729,144843.84483374804,3460451.9984504483,-17079.818258907362,240831.76494156502,6403493.567571328,34106.80597922582
