MAE,RMSE,R2,MAE_raw,RMSE_raw,R2_raw,smearing,model,run,train_years,test_year
2.018127831412985,3.055932805230649,0.4879285553623326,20688.697672686296,53952.10850113215,0.12149330697784311,1.0,NNR,time,"2010,2014",2016
