model,run,cv,MAE_mean,RMSE_mean,R2_mean,MAE_std,RMSE_std,R2_std,MAE_raw_mean,RMSE_raw_mean,R2_raw_mean,MAE_raw_std,RMSE_raw_std,R2_raw_std
GB(xgb),cv,10,1.311092073215097,2.2308609281735903,0.6241987274333716,0.029208698717187093,0.04122326421532425,0.02892957354749283,16224.598102064872,44463.481052664814,0.23536615915930942,1068.9008968503376,6966.287862921332,0.09817835869700987
