MAE,RMSE,R2,MAE_raw,RMSE_raw,R2_raw,smearing,model,run,train_years,test_year
2.2005735518144953,3.112892382510203,0.46866164051119696,23234.805085259224,60160.378386999815,-0.0923186502535649,1.0,GB(xgb),time,"2010,2014",2016
