model,run,cv,MAE_mean,RMSE_mean,R2_mean,MAE_std,RMSE_std,R2_std,MAE_raw_mean,RMSE_raw_mean,R2_raw_mean,MAE_raw_std,RMSE_raw_std,R2_raw_std
RF,cv,10,1.434408972013706,2.276153177232295,0.6090497977712989,0.017329734776925485,0.03983386540551476,0.026178608907063975,91137.80176807097,148658.96958416872,-7.958843248027117,7069.228735719927,11299.81818963196,2.3920175361703846
