MAE,RMSE,R2,smearing,MAE_raw,RMSE_raw,R2_raw,R2_OOB,model,run,target,train_years,test_year
1.9181436513566876,2.8219614144505445,0.5633383016871741,1.5,18472.124602480817,51550.65119026034,0.19795905146958148,0.5930387586144925,RF,time,AgrInc,"2010,2014",2016
