MAE,RMSE,R2,smearing,MAE_raw,RMSE_raw,R2_raw,model,run,train_years,test_year,target
2.892986657945226,3.813280101709834,0.20266583870886345,1.5,31188.61796306091,116813.8275904237,-3.118288238773494,OLS,time,"2010,2014",2016,AgrInc
2.761500724684414,4.306291171608414,-0.016833252452771674,1.5,22029.144167109258,52822.98724095311,0.15787968145962816,Huber,time,"2010,2014",2016,AgrInc
