MAE,RMSE,R2,MAE_raw,RMSE_raw,R2_raw,model,run,train_year,test_year
2.8405778209930506,3.6457620108468394,0.2711811651257592,49806.11312462127,358501.9370735236,-37.78923761192415,OLS,time,2014,2016
2.687864031210143,4.066279255644781,0.09335481604189733,23261.847919808322,72094.71781421418,-0.5686827583179099,HUBER,time,2014,2016
