MAE,RMSE,R2,smearing,MAE_raw,RMSE_raw,R2_raw,model,run,train_years,test_year,target
1.655538564991663,2.6698197282495824,0.6091529549312868,1.5,18983.411597847076,49425.17890437211,0.2627331099735436,XGB,time,"2010,2014",2016,AgrInc
